id,title,company,domain,skills_required,description,combined_text,location_region,job_type,experience,stipend,apply_link,source
480,natural language processing intern,Charles River Analytics Inc.,machine learning,"prototyping, machine learning, oop, llms, computer science, nlp",,"natural language processing intern machine learning prototyping, machine learning, oop, llms, computer science, nlp",us,internship,entry level,not specified,,open_internships
481,data scientist intern,Spendesk,data analytics,"finance, classification, linear algebra, data visualization, computer science, deep learning",,"data scientist intern data analytics finance, classification, linear algebra, data visualization, computer science, deep learning",europe,internship,entry level,not specified,,open_internships
482,amazon robotics - applied scientist intern - 2023,Amazon.com,research,"engineering, phd, machine learning, computer vision, computer science, mathematics",,"amazon robotics - applied scientist intern - 2023 research engineering, phd, machine learning, computer vision, computer science, mathematics",us,full time,entry level,not specified,,open_internships
483,machine learning content development intern,"DataCamp, Inc.",content writing,"teaching, engineering, python, machine learning, github, mlflow",,"machine learning content development intern content writing teaching, engineering, python, machine learning, github, mlflow",europe,internship,entry level,not specified,,open_internships
484,junior machine learning engineer - zürich (internship),Visium,artificial intelligence,"classification, engineering, d3, clustering, computer science, deep learning",,"junior machine learning engineer - zürich (internship) artificial intelligence classification, engineering, d3, clustering, computer science, deep learning",europe,internship,entry level,not specified,,open_internships
485,data scientist - intern,OpenX,data analytics,"gcp, architecture, big data, data analysis, computer science, aws",,"data scientist - intern data analytics gcp, architecture, big data, data analysis, computer science, aws",us,internship,entry level,not specified,,open_internships
486,data analysis intern - istanbul,Blueground,data analytics,"data quality, excel, engineering, data analytics, data analysis, business intelligence",,"data analysis intern - istanbul data analytics data quality, excel, engineering, data analytics, data analysis, business intelligence",europe,internship,entry level,not specified,,open_internships
487,junior machine learning engineer - lausanne (internship),Visium,artificial intelligence,"classification, engineering, d3, clustering, computer science, deep learning",,"junior machine learning engineer - lausanne (internship) artificial intelligence classification, engineering, d3, clustering, computer science, deep learning",europe,internship,entry level,not specified,,open_internships
488,sports data science intern,Steel Perlot,data science,"engineering, ci/cd, bayesian, data management, data analysis, computer science",,"sports data science intern data science engineering, ci/cd, bayesian, data management, data analysis, computer science",us,internship,entry level,not specified,,open_internships
489,computer vision / machine learning intern,Scandit,machine learning,"nlp, c++, machine learning, computer vision, computer science, ml models",,"computer vision / machine learning intern machine learning nlp, c++, machine learning, computer vision, computer science, ml models",europe,internship,entry level,not specified,,open_internships
490,machine learning engineer 2023 internship programme (6 months),CGG,artificial intelligence,"c++, machine learning, hpc, mathematics, computer science, deep learning",,"machine learning engineer 2023 internship programme (6 months) artificial intelligence c++, machine learning, hpc, mathematics, computer science, deep learning",europe,internship,entry level,not specified,,open_internships
491,junior data analyst - extra curricular internship,Publicis Groupe,data analytics,"data quality, data mining, big data, consulting, data analysis, computer science",,"junior data analyst - extra curricular internship data analytics data quality, data mining, big data, consulting, data analysis, computer science",europe,full time,entry level,not specified,,open_internships
